   Pwr.(w),TFR (mg/min),O2-Lo (cc/m),Temp(C),Pres.(torr),Space(mils),Total He Carrier (sccm),k value
960.0,4400.0,38.0,300.0,10.2,380.0,1300.0,3.4096482934454038
400.0,3500.0,43.0,380.0,9.7,380.0,1225.0,3.0014089010290386
990.0,600.0,53.0,320.0,7.7,380.0,1175.0,3.6143046851226437
940.0,5000.0,403.0,360.0,9.2,380.0,1100.0,3.5729536372963455
910.0,4900.0,278.0,380.0,4.7,380.0,1200.0,2.9705534788272203
640.0,4000.0,28.0,380.0,5.7,380.0,1325.0,3.464627161021266
420.0,2200.0,53.0,340.0,8.2,380.0,650.0,3.5770176104884
900.0,4700.0,223.0,360.0,7.7,380.0,1200.0,3.2091968783739855
760.0,4400.0,263.0,380.0,6.7,380.0,1050.0,3.68746961062694
480.0,1200.0,128.0,320.0,10.2,380.0,525.0,3.0464326611254586
920.0,4200.0,148.0,380.0,5.7,380.0,1475.0,3.254670529131265
490.0,4900.0,38.0,380.0,10.2,380.0,650.0,2.901557608719966
880.0,3800.0,243.0,340.0,8.2,380.0,1025.0,3.189417387796042
920.0,4600.0,93.0,320.0,9.2,380.0,650.0,3.228971844371155
870.0,4600.0,358.0,380.0,6.2,380.0,625.0,3.3447282748697305
530.0,2300.0,118.0,360.0,9.7,380.0,1400.0,2.9464327482646215
750.0,5200.0,88.0,380.0,4.7,380.0,625.0,3.2648497817449633
340.0,1100.0,238.0,300.0,6.2,380.0,725.0,3.4422815688891344
770.0,3400.0,83.0,320.0,8.2,380.0,1425.0,2.8703185312096937
860.0,3300.0,53.0,360.0,8.7,380.0,1250.0,3.1599220221562896
260.0,900.0,98.0,320.0,5.7,380.0,1250.0,2.9417508045683363
570.0,2100.0,173.0,360.0,7.7,380.0,1425.0,2.9717271074233036
630.0,2200.0,123.0,320.0,7.7,380.0,825.0,3.014477006384329
750.0,3500.0,98.0,320.0,10.2,380.0,1100.0,2.814301493625201
430.0,1400.0,128.0,320.0,10.2,380.0,1050.0,3.497140573974361
640.0,1800.0,93.0,360.0,8.7,380.0,750.0,3.4234506391384176
730.0,3000.0,268.0,380.0,5.7,380.0,825.0,3.1104809261498856
570.0,4700.0,128.0,380.0,7.7,380.0,875.0,3.1626465101856445
750.0,4400.0,23.0,380.0,5.2,380.0,825.0,3.054152871746367
680.0,1000.0,158.0,300.0,8.2,380.0,975.0,3.5771988379683624
740.0,3900.0,18.0,380.0,5.2,380.0,900.0,3.320204485642809
510.0,4600.0,58.0,340.0,8.2,380.0,1400.0,3.393301247694866
690.0,4200.0,303.0,380.0,5.2,380.0,675.0,3.7802144187620113
610.0,2100.0,118.0,380.0,7.7,380.0,525.0,3.6376626756778028
950.0,4900.0,428.0,340.0,9.7,380.0,1075.0,3.573410540514972
810.0,3800.0,393.0,340.0,8.7,380.0,1050.0,3.6730634068404466
590.0,1300.0,148.0,340.0,10.2,380.0,500.0,3.2474784838208506
880.0,2900.0,78.0,380.0,5.7,380.0,775.0,3.8709872614098275
930.0,4500.0,248.0,340.0,8.7,380.0,475.0,2.8086454142614237
790.0,3000.0,93.0,320.0,7.7,380.0,1000.0,3.599262939880438
890.0,4300.0,423.0,380.0,5.2,380.0,1175.0,2.997703500015372
370.0,1100.0,123.0,380.0,6.2,380.0,500.0,3.719579822417616
1040.0,5200.0,293.0,300.0,7.7,380.0,1125.0,3.560042279145928
470.0,5400.0,28.0,360.0,8.7,380.0,1250.0,2.8535830361631205
520.0,900.0,23.0,320.0,9.7,380.0,925.0,2.823008728245801
390.0,900.0,88.0,320.0,8.7,380.0,1150.0,3.202348648542072
740.0,4600.0,38.0,340.0,9.7,380.0,1400.0,3.3562908789125783
1000.0,900.0,148.0,320.0,4.7,380.0,1150.0,3.6241106317141294
640.0,4800.0,128.0,380.0,6.2,380.0,525.0,3.216510581750094
940.0,5300.0,363.0,280.0,8.2,380.0,1100.0,3.677157593551022
1040.0,900.0,363.0,320.0,10.2,380.0,900.0,3.5262549376585146
800.0,4800.0,448.0,380.0,6.7,380.0,650.0,3.3016443589306395
890.0,800.0,38.0,300.0,8.2,380.0,1325.0,3.9312171053610943
540.0,2000.0,88.0,320.0,8.2,380.0,1450.0,3.4875447587783053
230.0,2400.0,93.0,380.0,6.7,380.0,825.0,2.911018726503486
550.0,4700.0,38.0,380.0,9.7,380.0,525.0,3.4201754784886567
740.0,4900.0,198.0,380.0,4.7,380.0,875.0,2.9817971361864144
470.0,1500.0,233.0,320.0,10.2,380.0,1300.0,2.751269854464239
370.0,900.0,58.0,380.0,5.2,380.0,1425.0,3.913273019623599
330.0,2500.0,153.0,380.0,8.2,380.0,625.0,2.8516524370589593
600.0,3800.0,373.0,380.0,5.7,380.0,800.0,3.4052274071982658
580.0,4200.0,28.0,380.0,4.7,380.0,1475.0,3.197845453531711
1030.0,800.0,443.0,300.0,10.2,380.0,900.0,3.7044372136645043
790.0,3500.0,23.0,320.0,7.7,380.0,1200.0,3.2114732257466283
1040.0,600.0,73.0,300.0,10.2,380.0,525.0,3.521932358508978
650.0,1200.0,158.0,320.0,8.2,380.0,850.0,3.286593761189282
750.0,1100.0,178.0,380.0,5.7,380.0,1450.0,4.040365658741413
590.0,2400.0,223.0,380.0,7.7,380.0,600.0,3.81204805462741
950.0,1000.0,258.0,380.0,5.2,380.0,1275.0,3.534171945294718
870.0,3300.0,278.0,380.0,5.2,380.0,1100.0,4.03430672410167
920.0,4800.0,308.0,360.0,8.2,380.0,1000.0,3.2752805981129116
450.0,1800.0,133.0,360.0,8.2,380.0,650.0,2.814885877004789
460.0,1700.0,48.0,360.0,8.7,380.0,1300.0,3.3648253855282877
900.0,4800.0,153.0,380.0,6.7,380.0,1175.0,3.6540101857098484
290.0,3400.0,18.0,380.0,10.2,380.0,1475.0,3.337841925154216
760.0,4900.0,213.0,380.0,6.2,380.0,550.0,3.1896292953590617
730.0,1100.0,158.0,320.0,10.2,380.0,550.0,3.2878801887033227
940.0,5400.0,168.0,380.0,4.7,380.0,1075.0,3.1737702755102495
640.0,900.0,68.0,300.0,6.7,380.0,550.0,3.7786357426534667
460.0,2300.0,43.0,320.0,8.7,380.0,875.0,3.504077783224205
650.0,1700.0,68.0,360.0,8.7,380.0,850.0,2.819194449414945
380.0,2500.0,128.0,380.0,5.7,380.0,925.0,3.835367912756972
950.0,4100.0,408.0,340.0,9.7,380.0,1175.0,2.9769935824570064
700.0,5200.0,83.0,380.0,5.2,380.0,975.0,3.600444771189449
410.0,5100.0,18.0,320.0,9.7,380.0,1325.0,3.3531048136360893
990.0,4400.0,328.0,320.0,7.7,380.0,1000.0,3.3214799275945186
500.0,1100.0,143.0,320.0,7.7,380.0,725.0,3.26915265591655
260.0,800.0,163.0,280.0,10.2,380.0,950.0,3.548156886916678
740.0,3600.0,98.0,360.0,7.7,380.0,1150.0,2.9866891754950897
460.0,5400.0,38.0,360.0,8.2,380.0,1125.0,2.7770462051483307
430.0,1200.0,233.0,380.0,8.7,380.0,625.0,3.3066411807227243
210.0,3600.0,128.0,380.0,7.7,380.0,1475.0,2.918967723532415
750.0,3800.0,98.0,360.0,8.7,380.0,1125.0,2.97814621038703
850.0,4000.0,83.0,360.0,8.7,380.0,1100.0,3.5525773351597256
780.0,4400.0,63.0,380.0,7.7,380.0,675.0,3.587294836691847
850.0,4100.0,413.0,380.0,5.7,380.0,500.0,3.747226451856826
670.0,4400.0,168.0,380.0,7.7,380.0,900.0,2.9374430364360533
1000.0,4600.0,13.0,380.0,4.7,380.0,525.0,3.915787720044472
420.0,1000.0,348.0,280.0,10.2,380.0,950.0,3.187929682105688
840.0,3400.0,93.0,320.0,10.2,380.0,1225.0,3.148530565799522
990.0,5000.0,103.0,380.0,4.7,380.0,1300.0,3.1853303636919907
630.0,3800.0,123.0,380.0,5.7,380.0,925.0,3.9465432549637636
860.0,3500.0,73.0,340.0,9.2,380.0,1325.0,3.6593416120811413
570.0,4500.0,43.0,360.0,10.2,380.0,1175.0,3.0091493834725824
1010.0,4500.0,278.0,380.0,8.2,380.0,975.0,2.9959289065698425
640.0,2300.0,18.0,340.0,9.7,380.0,1475.0,3.4600188048258493
940.0,900.0,98.0,320.0,9.2,380.0,1125.0,3.9247747779761593
390.0,4400.0,13.0,380.0,5.2,380.0,475.0,3.272440223591998
860.0,3500.0,123.0,360.0,7.7,380.0,1200.0,3.369822273103469
930.0,4400.0,373.0,360.0,7.7,380.0,1100.0,3.256903817137819
200.0,2600.0,18.0,360.0,8.2,380.0,1275.0,3.004473736156118
940.0,4800.0,263.0,280.0,9.2,380.0,1100.0,2.7928604110545177
530.0,5100.0,23.0,380.0,5.7,380.0,1475.0,3.6490565741250522
790.0,1100.0,103.0,320.0,7.7,380.0,850.0,2.9309723953842552
850.0,4300.0,163.0,380.0,5.2,380.0,1000.0,3.5222222582577882
610.0,5200.0,58.0,380.0,5.7,380.0,1400.0,3.904926023655386
860.0,3300.0,263.0,380.0,4.7,380.0,575.0,3.4618822298773773
890.0,2300.0,103.0,360.0,8.7,380.0,1350.0,3.103042886699784
730.0,1100.0,53.0,300.0,10.2,380.0,500.0,3.156155614028245
880.0,4500.0,13.0,380.0,4.7,380.0,825.0,3.49541721289053
260.0,800.0,363.0,380.0,5.7,380.0,1350.0,3.8529330443190357
980.0,4400.0,258.0,320.0,8.2,380.0,700.0,3.1029439027285397
590.0,1600.0,148.0,340.0,9.7,380.0,750.0,3.012400055091895
600.0,3600.0,183.0,360.0,8.7,380.0,1375.0,3.1883511075928466
1010.0,2900.0,348.0,380.0,5.7,380.0,475.0,3.2640836924854835
530.0,5400.0,78.0,380.0,6.7,380.0,1000.0,3.763207323456382
920.0,3400.0,163.0,380.0,7.7,380.0,1450.0,3.0635805867509793
780.0,3400.0,73.0,360.0,8.7,380.0,1350.0,3.4042210014369956
620.0,1900.0,58.0,340.0,8.2,380.0,1450.0,3.1135706287060074
890.0,4200.0,173.0,340.0,9.2,380.0,1025.0,3.2736957529958772
700.0,4000.0,183.0,360.0,7.7,380.0,1150.0,3.572422978745573
960.0,900.0,103.0,320.0,5.7,380.0,1325.0,3.618257759960442
600.0,4900.0,63.0,380.0,4.7,380.0,675.0,3.0333060727078545
960.0,4300.0,388.0,340.0,8.7,380.0,775.0,3.4968713287223636
450.0,3700.0,118.0,380.0,7.7,380.0,1425.0,3.6455079750217827
370.0,1300.0,158.0,380.0,8.7,380.0,575.0,2.892029504575149
550.0,5200.0,178.0,380.0,6.7,380.0,500.0,3.604238491643321
390.0,900.0,73.0,380.0,6.2,380.0,500.0,3.8322327108425815
640.0,4000.0,28.0,340.0,9.7,380.0,700.0,2.9102476766288783
740.0,2600.0,108.0,380.0,8.2,380.0,1400.0,3.506872576115112
650.0,1100.0,213.0,320.0,8.7,380.0,825.0,3.1137448207768137
200.0,700.0,23.0,300.0,4.7,380.0,950.0,2.9275410293051456
840.0,5200.0,123.0,380.0,5.2,380.0,1100.0,3.274456085402294
400.0,3700.0,43.0,380.0,4.7,380.0,875.0,3.2677331068917237
600.0,2600.0,48.0,360.0,9.7,380.0,1000.0,3.22900367911613
590.0,2500.0,223.0,360.0,8.7,380.0,1375.0,3.51451972066053
540.0,1300.0,48.0,340.0,9.7,380.0,850.0,3.495990256767945
920.0,3800.0,133.0,280.0,10.2,380.0,1300.0,3.047179132134562
1000.0,3800.0,58.0,360.0,8.2,380.0,1325.0,3.126746785354078
800.0,4800.0,338.0,380.0,6.2,380.0,925.0,3.7286431202803536
440.0,5300.0,23.0,380.0,7.7,380.0,600.0,3.7313680632487545
880.0,4100.0,158.0,360.0,8.2,380.0,1100.0,3.085363949900985
940.0,4500.0,278.0,340.0,9.2,380.0,1200.0,3.3437569018777444
980.0,1100.0,43.0,380.0,5.7,380.0,750.0,3.8026271455572784
780.0,3200.0,13.0,320.0,8.7,380.0,1225.0,3.2158361960678383
630.0,1800.0,63.0,320.0,9.2,380.0,875.0,3.209802786649126
1040.0,1000.0,118.0,320.0,9.2,380.0,500.0,3.154621224040394
910.0,4700.0,68.0,360.0,9.2,380.0,1025.0,3.448561318976424
850.0,3900.0,113.0,300.0,8.2,380.0,1150.0,3.2809027049042334
930.0,5400.0,413.0,300.0,8.2,380.0,925.0,3.475889461626763
650.0,4900.0,33.0,320.0,8.2,380.0,1375.0,3.5895005180861213
700.0,1300.0,113.0,300.0,9.7,380.0,825.0,2.818769582052906
910.0,4800.0,33.0,380.0,8.2,380.0,1300.0,3.5347133307906478
440.0,1300.0,188.0,280.0,9.2,380.0,950.0,2.7896707640318437
420.0,4500.0,23.0,380.0,9.7,380.0,725.0,3.74985956858251
740.0,4300.0,153.0,340.0,7.7,380.0,1350.0,2.886388097194292
380.0,4800.0,103.0,380.0,7.7,380.0,1325.0,3.029510173806438
740.0,4100.0,113.0,380.0,7.7,380.0,1100.0,3.6904549916343115
580.0,4200.0,18.0,380.0,9.7,380.0,1125.0,3.710794683176789
520.0,4900.0,298.0,380.0,5.7,380.0,625.0,3.677777580485109
200.0,1100.0,23.0,380.0,5.7,380.0,1350.0,3.302509948439271
390.0,1000.0,93.0,320.0,6.7,380.0,800.0,3.145293789163582
700.0,4900.0,113.0,380.0,5.7,380.0,675.0,3.5361135293871087
980.0,4500.0,33.0,340.0,9.7,380.0,1350.0,3.766317591592152
850.0,1000.0,243.0,380.0,5.2,380.0,875.0,4.105507282274317
390.0,3000.0,253.0,380.0,5.7,380.0,700.0,3.5107737861633765
800.0,5000.0,23.0,380.0,9.7,380.0,750.0,3.035842397685088
1020.0,4500.0,33.0,320.0,8.2,380.0,1375.0,2.9896722293842855
770.0,4100.0,133.0,320.0,7.7,380.0,1200.0,3.581972391100444
700.0,5000.0,63.0,380.0,7.7,380.0,500.0,2.8578195863642
200.0,4100.0,128.0,380.0,8.2,380.0,1100.0,3.1210448531151234
840.0,4800.0,448.0,380.0,5.2,380.0,1000.0,3.8862150370141677
310.0,1300.0,68.0,320.0,6.7,380.0,550.0,3.2499380307072094
670.0,4800.0,298.0,380.0,4.7,380.0,575.0,3.03237568158982
550.0,1400.0,118.0,340.0,9.7,380.0,625.0,3.307221548568619
900.0,4400.0,363.0,320.0,8.2,380.0,1175.0,3.200407374329167
970.0,3900.0,33.0,380.0,7.7,380.0,1400.0,3.907176235775358
620.0,1200.0,158.0,340.0,9.7,380.0,1300.0,3.746810806933479
900.0,4700.0,243.0,360.0,8.2,380.0,1275.0,3.245380371168121
900.0,5000.0,123.0,360.0,8.2,380.0,675.0,2.9126300472580584
780.0,4600.0,43.0,300.0,7.7,380.0,1275.0,2.8800033668591825
800.0,2900.0,153.0,320.0,8.2,380.0,700.0,3.6005723699418564
270.0,1100.0,183.0,380.0,7.7,380.0,525.0,3.4156047714767315
1010.0,4800.0,268.0,320.0,9.7,380.0,850.0,2.9856832218054272
630.0,2100.0,183.0,360.0,9.7,380.0,975.0,3.500016183083989
790.0,3500.0,48.0,320.0,7.7,380.0,1200.0,2.9561156766633085
430.0,3600.0,53.0,380.0,5.2,380.0,900.0,3.1949515003261655
810.0,4200.0,13.0,280.0,9.7,380.0,1300.0,3.594556049484382
1000.0,4600.0,328.0,360.0,8.7,380.0,525.0,3.390053639453224
940.0,1100.0,173.0,320.0,6.7,380.0,1300.0,3.561574851277745
1020.0,4700.0,398.0,380.0,6.2,380.0,700.0,3.5442821179551367
360.0,1700.0,28.0,380.0,7.7,380.0,800.0,3.0572250473144003
930.0,4600.0,353.0,300.0,8.2,380.0,775.0,3.3787831684808354
1040.0,4900.0,263.0,340.0,8.2,380.0,825.0,3.05288632715418
220.0,1900.0,138.0,360.0,8.2,380.0,1400.0,3.460064692374994
780.0,4400.0,283.0,380.0,5.7,380.0,625.0,3.7064207330808014
940.0,5400.0,13.0,340.0,9.7,380.0,1150.0,2.969427428133537
770.0,1200.0,63.0,320.0,8.2,380.0,975.0,3.4024206037920006
840.0,900.0,198.0,320.0,10.2,380.0,1100.0,3.4044456834933476
810.0,1500.0,153.0,300.0,10.2,380.0,1000.0,3.6772927081625975
790.0,4500.0,253.0,380.0,5.7,380.0,1075.0,3.782154755767219
450.0,3400.0,158.0,380.0,7.7,380.0,1025.0,3.4814114908678864
590.0,1300.0,243.0,300.0,9.7,380.0,950.0,3.6182472896939943
730.0,5100.0,163.0,380.0,5.7,380.0,1125.0,3.118662988967526
910.0,4400.0,133.0,380.0,4.7,380.0,1150.0,3.75723917019877
630.0,900.0,203.0,280.0,8.2,380.0,900.0,3.505662553256689
900.0,3600.0,303.0,340.0,8.7,380.0,1175.0,2.840678830026558
540.0,5300.0,28.0,340.0,7.7,380.0,1175.0,3.531793464133818
760.0,4200.0,148.0,360.0,9.7,380.0,1150.0,3.240523406383233
490.0,1700.0,153.0,380.0,6.7,380.0,650.0,3.2515941961836385
960.0,1000.0,133.0,320.0,9.7,380.0,475.0,3.547835638664348
200.0,1600.0,23.0,380.0,5.7,380.0,1450.0,3.539395383592464
550.0,2400.0,133.0,340.0,10.2,380.0,1475.0,2.8449266354260643
440.0,1400.0,163.0,320.0,9.2,380.0,775.0,2.6270228675476845
890.0,5100.0,28.0,340.0,8.2,380.0,1075.0,3.7586158458305183
950.0,4400.0,333.0,360.0,8.2,380.0,1200.0,2.8347577980034573
1040.0,5300.0,253.0,380.0,4.7,380.0,475.0,3.8453971649724354
700.0,1100.0,203.0,300.0,9.2,380.0,550.0,2.748319787053034
630.0,2800.0,98.0,340.0,10.2,380.0,1400.0,3.5128563268929964
310.0,1100.0,38.0,380.0,7.7,380.0,1300.0,3.6347161077226375
870.0,3300.0,263.0,380.0,5.7,380.0,950.0,3.187712336443114
870.0,1100.0,63.0,300.0,9.7,380.0,625.0,3.1871696712776014
600.0,2400.0,103.0,360.0,9.7,380.0,1375.0,3.7408721701297263
850.0,3800.0,173.0,380.0,5.2,380.0,800.0,3.6995048469018785
1030.0,4600.0,228.0,340.0,9.2,380.0,1125.0,3.1418966831514714
760.0,4700.0,38.0,380.0,6.7,380.0,925.0,3.804322741014812
740.0,3500.0,158.0,360.0,10.2,380.0,1125.0,3.4722932396128354
680.0,4000.0,28.0,300.0,8.2,380.0,1225.0,3.6646541031012085
260.0,1200.0,128.0,380.0,6.2,380.0,550.0,3.292974879002368
860.0,1100.0,83.0,320.0,8.7,380.0,900.0,3.105992559143116
580.0,5000.0,53.0,340.0,8.2,380.0,1250.0,3.1030172090231565
600.0,3200.0,143.0,380.0,4.7,380.0,1375.0,3.45012465721495
430.0,1600.0,38.0,300.0,7.7,380.0,800.0,3.3989944260652365
620.0,3400.0,33.0,380.0,6.2,380.0,1375.0,3.5318320304332014
570.0,900.0,58.0,320.0,8.7,380.0,700.0,3.1114678629480776
650.0,2100.0,38.0,300.0,9.2,380.0,925.0,3.3251334608068897
470.0,1300.0,113.0,340.0,9.2,380.0,600.0,3.227862756461245
460.0,1600.0,168.0,280.0,9.7,380.0,950.0,2.8145635004535707
410.0,3900.0,53.0,380.0,9.7,380.0,1450.0,3.194741591062696
600.0,4500.0,193.0,380.0,7.7,380.0,1400.0,2.893113084724418
900.0,4000.0,423.0,320.0,9.2,380.0,1025.0,3.486975142389558
1010.0,5100.0,303.0,320.0,9.2,380.0,1000.0,3.608579237417037
850.0,4200.0,158.0,360.0,10.2,380.0,1125.0,3.3999103266331065
840.0,4500.0,48.0,300.0,9.2,380.0,1175.0,3.5126648631582342
760.0,1300.0,183.0,320.0,8.7,380.0,725.0,3.204922452330587
980.0,4400.0,263.0,360.0,8.2,380.0,1350.0,3.5644680137543454
390.0,1600.0,48.0,380.0,6.7,380.0,900.0,3.422488293941732
850.0,1100.0,78.0,320.0,10.2,380.0,1150.0,3.7730980472348055
1010.0,1000.0,53.0,380.0,5.7,380.0,975.0,4.25076474579811
430.0,1100.0,173.0,380.0,10.2,380.0,650.0,3.6949248791597857
590.0,5400.0,33.0,360.0,7.7,380.0,1475.0,2.806022087067908
930.0,4900.0,293.0,320.0,8.2,380.0,725.0,2.8970716984503353
750.0,3900.0,48.0,320.0,8.2,380.0,950.0,3.27056382083022
970.0,4900.0,238.0,380.0,7.7,380.0,1150.0,3.5334068737554922
620.0,1800.0,118.0,360.0,9.2,380.0,975.0,3.226842908965597
620.0,5100.0,258.0,380.0,5.2,380.0,875.0,3.2052749388468023
630.0,4200.0,163.0,360.0,8.2,380.0,1400.0,3.6711723792971673
410.0,1100.0,158.0,320.0,10.2,380.0,800.0,3.057764389081391
670.0,3100.0,158.0,340.0,8.7,380.0,1150.0,3.5173389710751044
1000.0,3500.0,68.0,340.0,7.7,380.0,1200.0,3.8372963086736775
650.0,3400.0,133.0,380.0,4.7,380.0,600.0,3.8218459044269695
830.0,900.0,163.0,320.0,8.2,380.0,900.0,3.8267491972385534
630.0,1000.0,78.0,320.0,9.2,380.0,1225.0,3.3629523844748093
950.0,5300.0,373.0,340.0,7.7,380.0,625.0,3.4583516167775796
900.0,4600.0,43.0,380.0,6.2,380.0,1475.0,3.7626588591674857
410.0,3700.0,143.0,380.0,6.7,380.0,475.0,3.68485206457183
460.0,1400.0,58.0,360.0,10.2,380.0,725.0,3.401178743483305
650.0,900.0,88.0,280.0,7.7,380.0,575.0,2.9670787532908607
520.0,1900.0,48.0,360.0,7.7,380.0,1450.0,2.943328985305732
500.0,3600.0,13.0,360.0,9.7,380.0,1175.0,3.0188656985117825
900.0,4800.0,248.0,380.0,6.7,380.0,525.0,3.66665180457564
620.0,1300.0,163.0,300.0,6.7,380.0,500.0,3.577209038989458
670.0,1700.0,148.0,320.0,8.7,380.0,775.0,3.4322331253757
1020.0,4300.0,358.0,340.0,8.2,380.0,1175.0,3.346161270092286
620.0,2200.0,193.0,360.0,10.2,380.0,1000.0,2.816613180417723
660.0,2200.0,138.0,320.0,8.2,380.0,925.0,3.381667625056963
820.0,4600.0,78.0,380.0,6.2,380.0,475.0,3.501911778072084
800.0,3600.0,123.0,360.0,9.2,380.0,1275.0,2.8598789298672127
880.0,4000.0,183.0,320.0,8.7,380.0,1125.0,2.97678344293225
760.0,4500.0,88.0,340.0,7.7,380.0,1350.0,3.382777558498203
900.0,4500.0,28.0,280.0,10.2,380.0,1225.0,3.2293269221582173
850.0,1100.0,63.0,320.0,8.2,380.0,800.0,3.406756636438046
880.0,3600.0,218.0,380.0,5.7,380.0,700.0,3.7823522374656684
890.0,5000.0,133.0,280.0,9.2,380.0,1175.0,2.7435570679608423
1030.0,5200.0,273.0,340.0,8.2,380.0,650.0,3.531088075312873
490.0,2600.0,128.0,380.0,7.7,380.0,550.0,3.653452555447842
580.0,4200.0,63.0,360.0,7.7,380.0,1025.0,3.1942383880679337
320.0,1000.0,43.0,320.0,6.7,380.0,1250.0,3.3166123734109814
470.0,1400.0,258.0,360.0,10.2,380.0,1000.0,3.4960833365950004
920.0,1400.0,93.0,300.0,8.7,380.0,725.0,3.044413967712357
910.0,3500.0,133.0,340.0,9.7,380.0,1325.0,3.1374356466399282
960.0,3400.0,263.0,380.0,5.2,380.0,775.0,3.706647982040022
220.0,1600.0,53.0,380.0,6.2,380.0,900.0,3.073733548978543
930.0,600.0,148.0,320.0,10.2,380.0,925.0,3.564421384402406
510.0,1200.0,98.0,280.0,10.2,380.0,1225.0,2.7392925119018017
430.0,5200.0,103.0,380.0,7.7,380.0,475.0,2.965378591169391
760.0,2700.0,83.0,360.0,8.2,380.0,1400.0,2.8368878059733205
340.0,3500.0,268.0,380.0,6.7,380.0,575.0,3.2679655334923856
400.0,1600.0,203.0,320.0,8.7,380.0,475.0,3.4176531606395124
590.0,700.0,103.0,380.0,4.7,380.0,1425.0,3.406417012656322
700.0,3500.0,133.0,340.0,9.7,380.0,1400.0,3.089411052397666
750.0,1000.0,158.0,380.0,5.2,380.0,1175.0,4.143651933905215
420.0,4500.0,143.0,380.0,6.7,380.0,1325.0,3.5632652959656452
760.0,2900.0,98.0,360.0,7.7,380.0,750.0,2.8822754446321524
470.0,5400.0,153.0,380.0,6.7,380.0,1075.0,3.606436841276528
830.0,4500.0,53.0,340.0,9.2,380.0,1325.0,3.6486466430041933
430.0,1400.0,183.0,320.0,10.2,380.0,1300.0,3.071923246626096
390.0,5400.0,103.0,380.0,6.7,380.0,1025.0,3.3106155127445707
930.0,4600.0,123.0,380.0,6.2,380.0,750.0,2.987793132125381
670.0,3100.0,68.0,360.0,8.7,380.0,1325.0,3.6287633474386722
960.0,5200.0,28.0,340.0,9.7,380.0,1100.0,3.0693612177369207
710.0,3700.0,133.0,340.0,9.7,380.0,1200.0,2.797611281288057
670.0,4200.0,198.0,380.0,7.7,380.0,1175.0,3.280096633853076
980.0,4600.0,353.0,380.0,7.7,380.0,525.0,3.6077426212657207
660.0,4900.0,158.0,380.0,5.7,380.0,500.0,3.6814523925403924
390.0,3000.0,118.0,380.0,5.7,380.0,550.0,3.8628433968068445
760.0,3900.0,28.0,340.0,9.7,380.0,1450.0,2.9978224737976644
700.0,2500.0,93.0,340.0,8.7,380.0,1350.0,3.749244773501312
690.0,1100.0,38.0,320.0,5.7,380.0,1250.0,3.8718396772530124
610.0,4100.0,23.0,320.0,8.7,380.0,1300.0,2.823212148142585
980.0,4500.0,318.0,320.0,10.2,380.0,525.0,3.57368901610962
530.0,1500.0,18.0,320.0,9.2,380.0,1325.0,3.2915281111570325
550.0,1200.0,13.0,380.0,9.2,380.0,725.0,3.2991106941536796
490.0,5400.0,13.0,380.0,9.2,380.0,850.0,3.5453735938403375
930.0,4600.0,28.0,300.0,5.7,380.0,475.0,3.5617188064583463
860.0,4100.0,38.0,380.0,5.2,380.0,825.0,3.032211569119432
720.0,4700.0,48.0,380.0,10.2,380.0,1475.0,3.546527811280298
720.0,1500.0,38.0,320.0,10.2,380.0,750.0,2.9306795178964453
910.0,4400.0,133.0,340.0,10.2,380.0,1150.0,3.279837922411408
420.0,4900.0,48.0,380.0,7.7,380.0,550.0,3.435076264989151
770.0,5300.0,128.0,380.0,8.2,380.0,1050.0,3.6953883448181557
850.0,4000.0,273.0,380.0,5.7,380.0,650.0,3.572677843381391
880.0,5000.0,178.0,380.0,5.7,380.0,775.0,2.9333740908608053
780.0,3000.0,268.0,380.0,5.7,380.0,825.0,3.136920717488496
520.0,3200.0,23.0,380.0,9.7,380.0,550.0,3.528611883710261
780.0,4100.0,268.0,380.0,7.7,380.0,1150.0,3.718668824798029
210.0,1100.0,13.0,380.0,4.7,380.0,1075.0,3.2121094479580496
1020.0,5200.0,398.0,320.0,9.2,380.0,950.0,2.8897927150125136
560.0,1400.0,218.0,300.0,6.7,380.0,775.0,3.052067924860166
510.0,2300.0,53.0,380.0,8.7,380.0,925.0,3.665710024486747
930.0,5300.0,43.0,380.0,6.7,380.0,625.0,3.7839943796585302
420.0,1400.0,168.0,380.0,10.2,380.0,475.0,3.0669512457216306
860.0,4400.0,38.0,300.0,9.2,380.0,1450.0,2.8353205981577885
420.0,2300.0,188.0,380.0,7.7,380.0,650.0,3.524753963899653
1010.0,5100.0,383.0,340.0,8.2,380.0,800.0,3.5618168265890504
490.0,3100.0,38.0,380.0,8.2,380.0,525.0,3.83153727728458
640.0,900.0,173.0,320.0,10.2,380.0,675.0,3.609853297285865
550.0,5100.0,253.0,380.0,6.2,380.0,800.0,3.3984804686162784
710.0,4300.0,128.0,380.0,5.7,380.0,1025.0,3.001405272561544
790.0,4600.0,163.0,360.0,8.2,380.0,1350.0,3.155357657176678
810.0,5300.0,48.0,380.0,5.2,380.0,700.0,3.724122838163918
980.0,4500.0,108.0,380.0,4.7,380.0,550.0,3.564596516433209
500.0,1200.0,113.0,380.0,6.7,380.0,775.0,3.9218872686256585
890.0,4800.0,58.0,320.0,8.7,380.0,1300.0,3.276910076862189
610.0,2700.0,13.0,300.0,9.7,380.0,1400.0,3.1082170856543634
410.0,2000.0,68.0,340.0,8.7,380.0,700.0,2.8799863862601827
